Age_GICC05+GICC05ext	d18	dD
26.601000	-43.976	-344.43
26.621000	-43.687	-341.74
26.641000	-42.377	-331.68
26.661000	-43.779	-342.59
26.681000	-42.716	-334.36
26.701000	-43.255	-336.80
26.721000	-43.910	-342.26
26.741000	-43.273	-338.40
26.761000	-44.439	-348.97
26.781000	-43.774	-342.54
26.801000	-42.921	-334.22
26.821000	-41.395	-322.80
26.841000	-44.588	-347.54
26.861000	-43.998	-343.44
26.881000	-47.213	-368.71
26.901000	-44.668	-348.59
26.921000	-46.779	-367.13
26.941000	-45.527	-355.58
26.961000	-45.783	-356.67
26.981000	-44.408	-346.83
27.001000	-45.046	-351.75
27.021000	-43.048	-336.23
27.041000	-44.178	-345.19
27.061000	-45.357	-354.60
27.081000	-43.332	-338.60
27.101000	-42.829	-334.90
27.121000	-45.542	-355.85
27.141000	-44.447	-348.13
27.161000	-41.497	-324.25
27.181000	-43.402	-339.67
27.201000	-44.011	-346.42
27.221000	-42.393	-331.72
27.241000	-44.500	-348.07
27.261000	-45.292	-354.60
27.281000	-45.998	-359.41
27.301000	-42.640	-334.75
27.321000	-42.659	-332.79
27.341000	-44.310	-345.73
27.361000	-42.335	-332.18
27.381000	-41.807	-325.50
27.401000	-43.293	-337.77
27.421000	-46.933	-365.85
27.441000	-44.118	-344.49
27.461000	-44.222	-345.60
27.481000	-43.166	-336.36
27.501000	-45.565	-355.34
27.521000	-44.359	-346.47
27.541000	-45.138	-353.12
27.561000	-40.739	-320.42
27.581000	-42.334	-335.31
27.601000	-38.940	-305.21
27.621000	-39.536	-312.58
27.641000	-39.988	-313.45
27.661000	-38.751	-305.06
27.681000	-39.558	-310.68
27.701000	-39.679	-312.11
27.721000	-39.377	-309.10
27.741000	-36.867	-288.92
27.761000	-38.337	-303.03
27.781000	-42.568	-333.13
27.801000	-47.048	-368.04
27.821000	-44.154	-344.52
27.841000	-45.806	-357.80
27.861000	-42.066	-328.38
27.881000	-41.463	-321.99
27.901000	-42.777	-333.90
27.921000	-45.826	-358.55
27.941000	-43.434	-338.87
27.961000	-45.908	-357.06
27.981000	-45.045	-350.82
28.001000	-45.743	-358.27
28.021000	-45.747	-357.53
28.041000	-45.835	-357.85
28.061000	-43.768	-340.72
28.081000	-46.200	-359.61
28.101000	-43.113	-335.31
28.121000	-42.098	-325.32
28.141000	-43.585	-338.90
28.161000	-43.115	-334.27
28.181000	-42.749	-333.81
28.201000	-46.671	-363.79
28.221000	-48.080	-374.18
28.241000	-44.037	-343.27
28.261000	-46.315	-360.01
28.281000	-45.129	-351.86
28.301000	-45.159	-350.23
28.321000	-46.450	-360.91
28.341000	-44.832	-349.41
28.361000	-43.631	-339.83
28.381000	-44.142	-342.15
28.401000	-46.199	-359.19
28.421000	-46.975	-366.38
28.441000	-45.733	-355.63
28.461000	-44.059	-343.85
28.481000	-44.322	-347.72
28.501000	-44.617	-347.26
28.521000	-45.685	-356.08
28.541000	-44.290	-345.65
28.561000	-45.483	-354.79
28.581000	-44.797	-349.30
28.601000	-38.944	-304.04
28.621000	-40.589	-319.36
28.641000	-41.664	-328.33
28.661000	-40.342	-314.97
28.681000	-39.196	-308.43
28.701000	-41.634	-325.60
28.721000	-39.858	-313.24
28.741000	-38.338	-301.79
28.761000	-41.341	-325.80
28.781000	-39.243	-308.37
28.801000	-37.571	-295.80
28.821000	-39.076	-306.80
28.841000	-41.248	-324.16
28.861000	-38.696	-305.53
28.881000	-40.182	-317.89
28.901000	-39.475	-308.22
28.921000	-45.240	-353.18
28.941000	-45.509	-356.12
28.961000	-46.450	-362.14
28.981000	-43.877	-342.54
29.001000	-45.676	-357.71
29.021000	-44.033	-343.10
29.041000	-43.605	-341.40
29.061000	-44.158	-346.15
29.081000	-45.617	-356.17
29.101000	-46.998	-366.04
29.121000	-45.519	-354.99
29.141000	-43.513	-338.26
29.161000	-44.239	-344.08
29.181000	-43.289	-336.81
29.201000	-46.534	-363.49
29.221000	-43.319	-336.78
29.241000	-43.231	-335.59
29.261000	-43.741	-342.07
29.281000	-42.809	-333.81
29.301000	-47.343	-369.70
29.321000	-42.690	-334.00
29.341000	-45.640	-353.63
29.361000	-41.883	-326.15
29.381000	-46.054	-359.70
29.401000	-46.289	-361.63
29.421000	-44.463	-345.84
29.441000	-45.389	-354.79
29.461000	-40.614	-316.49
29.481000	-44.606	-347.53
29.501000	-45.698	-355.94
29.521000	-45.588	-354.38
29.541000	-43.362	-337.82
29.561000	-44.801	-350.68
29.581000	-45.598	-356.82
29.601000	-46.093	-360.33
29.621000	-45.180	-353.79
29.641000	-44.480	-346.36
29.661000	-43.329	-336.74
29.681000	-47.150	-369.54
29.701000	-45.754	-355.99
29.721000	-44.814	-350.21
29.741000	-47.452	-370.33
29.761000	-45.331	-353.11
29.781000	-42.708	-333.68
29.801000	-45.453	-353.91
29.821000	-47.613	-371.20
29.841000	-48.080	-374.91
29.861000	-44.729	-348.48
29.881000	-44.251	-344.54
29.901000	-45.312	-352.95
29.921000	-45.967	-358.19
29.941000	-47.500	-370.28
29.961000	-44.289	-344.58
29.981000	-45.596	-355.96
30.001000	-42.654	-331.20
30.021000	-43.898	-342.35
30.041000	-45.569	-357.07
30.061000	-44.876	-350.36
30.081000	-45.968	-359.86
30.101000	-44.967	-349.64
30.121000	-42.907	-332.73
30.141000	-42.813	-333.34
30.161000	-44.647	-346.67
30.181000	-45.980	-358.62
30.201000	-45.051	-353.02
30.221000	-46.329	-360.93
30.241000	-46.795	-364.13
30.261000	-47.124	-367.51
30.281000	-47.225	-368.81
30.301000	-44.724	-348.39
30.321000	-45.375	-354.48
30.341000	-43.596	-338.04
30.361000	-44.126	-345.27
30.381000	-43.222	-336.92
30.401000	-42.976	-337.04
30.421000	-43.307	-338.42
30.441000	-44.482	-347.30
30.461000	-44.347	-344.65
30.481000	-45.718	-356.77
30.501000	-43.935	-342.75
30.521000	-45.568	-356.51
30.541000	-43.043	-335.80
30.561000	-41.424	-325.12
30.581000	-45.338	-354.79
30.601000	-43.677	-341.09
30.621000	-45.813	-356.50
30.641000	-40.955	-318.83
30.661000	-43.188	-334.23
30.681000	-42.273	-329.12
30.701000	-48.178	-376.99
30.721000	-42.192	-330.05
30.741000	-41.753	-328.35
30.761000	-41.620	-326.51
30.781000	-42.656	-332.75
30.801000	-44.450	-346.97
30.821000	-43.083	-336.26
30.841000	-45.167	-353.77
30.861000	-43.975	-343.19
30.881000	-43.823	-344.30
30.901000	-42.828	-334.33
30.921000	-44.863	-350.70
30.941000	-41.650	-325.23
30.961000	-45.199	-354.24
30.981000	-46.693	-365.63
31.001000	-46.580	-363.62
31.021000	-44.292	-345.92
31.041000	-44.796	-348.89
31.061000	-46.587	-365.05
31.081000	-44.335	-345.23
31.101000	-43.508	-339.14
31.121000	-44.039	-343.52
31.141000	-42.930	-335.14
31.161000	-43.087	-335.67
31.181000	-46.583	-363.16
31.201000	-43.573	-339.90
31.221000	-42.908	-335.13
31.241000	-43.340	-338.77
31.261000	-43.736	-341.17
31.281000	-44.276	-345.00
31.301000	-46.206	-358.62
31.321000	-44.897	-351.31
31.341000	-44.842	-349.76
31.361000	-43.953	-342.94
31.381000	-43.044	-336.77
31.401000	-44.203	-342.90
31.421000	-45.289	-353.95
31.441000	-43.409	-337.15
31.461000	-43.504	-339.58
31.481000	-41.041	-317.87
31.501000	-45.859	-357.38
31.521000	-44.226	-345.98
31.541000	-46.791	-366.78
31.561000	-45.237	-352.89
31.581000	-44.513	-347.33
31.601000	-43.948	-342.74
31.621000	-44.939	-352.77
31.641000	-45.408	-356.41
31.661000	-44.318	-347.25
31.681000	-43.143	-337.90
31.701000	-43.268	-337.79
31.721000	-44.293	-344.54
31.741000	-41.968	-325.97
31.761000	-46.240	-360.52
31.781000	-45.186	-351.59
31.801000	-43.439	-338.24
31.821000	-42.959	-335.27
31.841000	-43.416	-337.68
31.861000	-44.432	-347.98
31.881000	-41.079	-318.66
31.901000	-44.310	-345.09
31.921000	-45.291	-352.81
31.941000	-43.015	-334.35
31.961000	-45.768	-356.58
31.981000	-43.653	-339.88
32.001000	-43.348	-338.82
32.021000	-45.835	-358.37
32.041000	-43.082	-336.69
32.061000	-42.576	-333.82
32.081000	-42.240	-332.06
32.101000	-43.227	-339.99
32.121000	-42.528	-334.15
32.141000	-38.396	-299.86
32.161000	-39.582	-309.09
32.181000	-42.203	-331.36
32.201000	-42.085	-330.26
32.221000	-40.374	-317.53
32.241000	-40.505	-317.74
32.261000	-39.829	-311.50
32.281000	-40.834	-323.50
32.301000	-39.359	-310.37
32.321000	-41.576	-326.82
32.341000	-39.127	-306.44
32.361000	-39.673	-313.70
32.381000	-38.915	-305.06
32.401000	-40.133	-315.60
32.421000	-40.558	-318.40
32.441000	-37.891	-299.54
32.461000	-39.074	-307.66
32.481000	-36.206	-282.16
32.501000	-40.694	-319.02
32.521000	-44.086	-344.94
32.541000	-43.193	-335.80
32.561000	-45.303	-353.42
32.581000	-43.168	-336.74
32.601000	-40.913	-318.28
32.621000	-41.508	-322.65
32.641000	-46.125	-359.87
32.661000	-45.287	-353.07
32.681000	-44.538	-347.07
32.701000	-45.688	-355.63
32.721000	-42.658	-332.43
32.741000	-43.524	-338.47
32.761000	-43.932	-340.60
32.781000	-44.358	-344.81
32.801000	-43.558	-338.62
32.821000	-45.647	-354.04
32.841000	-43.085	-334.52
32.861000	-46.231	-360.19
32.881000	-43.525	-340.31
32.901000	-44.705	-348.35
32.921000	-44.256	-344.04
32.941000	-45.737	-355.56
32.961000	-43.877	-342.52
32.981000	-45.761	-355.61
33.001000	-42.665	-331.66
33.021000	-44.107	-344.61
33.041000	-43.175	-335.55
33.061000	-44.732	-347.74
33.081000	-45.967	-358.11
33.101000	-41.932	-326.67
33.121000	-41.576	-321.84
33.141000	-41.810	-325.10
33.161000	-43.587	-339.35
33.181000	-44.527	-348.35
33.201000	-44.508	-347.52
33.221000	-45.363	-354.79
33.241000	-43.896	-342.30
33.261000	-44.178	-345.13
33.281000	-41.785	-325.94
33.301000	-42.290	-328.64
33.321000	-44.978	-351.26
33.341000	-41.049	-320.75
33.361000	-43.968	-341.79
33.381000	-42.733	-332.10
33.401000	-38.857	-300.82
33.421000	-39.778	-310.08
33.441000	-39.982	-312.83
33.461000	-39.856	-312.37
33.481000	-41.333	-324.56
33.501000	-41.272	-324.26
33.521000	-40.138	-316.69
33.541000	-39.287	-308.83
33.561000	-37.481	-297.10
33.581000	-38.834	-304.50
33.601000	-42.662	-335.42
33.621000	-39.335	-308.52
33.641000	-38.602	-300.10
33.661000	-39.007	-303.84
33.681000	-37.415	-292.33
33.701000	-37.279	-290.88
33.721000	-39.016	-305.26
33.741000	-41.981	-327.39
33.761000	-44.699	-348.65
33.781000	-44.603	-348.79
33.801000	-43.597	-337.45
33.821000	-41.913	-327.72
33.841000	-43.094	-335.93
33.861000	-42.573	-329.77
33.881000	-40.555	-315.08
33.901000	-44.031	-342.47
33.921000	-45.943	-358.72
33.941000	-43.595	-339.79
33.961000	-42.027	-326.69
33.981000	-42.005	-326.42
34.001000	-43.174	-337.13
34.021000	-45.388	-352.34
34.041000	-43.421	-337.46
34.061000	-42.549	-331.10
34.081000	-43.586	-338.64
34.101000	-45.058	-350.85
34.121000	-43.125	-335.82
34.141000	-44.105	-343.48
34.161000	-42.048	-325.99
34.181000	-43.221	-336.90
34.201000	-44.880	-350.05
34.221000	-46.577	-363.15
34.241000	-42.315	-329.66
34.261000	-43.567	-340.47
34.281000	-45.590	-355.58
34.301000	-42.786	-332.50
34.321000	-43.216	-336.63
34.341000	-40.366	-312.61
34.361000	-44.217	-345.47
34.381000	-43.606	-340.17
34.401000	-43.545	-338.22
34.421000	-41.978	-326.51
34.441000	-43.806	-339.57
34.461000	-40.995	-317.92
34.481000	-44.182	-344.24
34.501000	-41.072	-320.55
34.521000	-44.212	-344.35
34.541000	-45.259	-352.28
34.561000	-45.599	-356.88
34.581000	-44.368	-344.96
34.601000	-42.900	-334.26
34.621000	-43.643	-339.50
34.641000	-40.904	-319.23
34.661000	-42.248	-328.25
34.681000	-42.675	-331.97
34.701000	-39.457	-307.50
34.721000	-41.380	-323.15
34.741000	-43.347	-338.70
34.761000	-39.030	-305.52
34.781000	-39.938	-313.60
34.801000	-39.444	-309.93
34.821000	-39.424	-310.29
34.841000	-39.776	-311.27
34.861000	-41.278	-325.80
34.881000	-41.200	-324.06
34.901000	-41.830	-330.47
34.921000	-39.989	-312.04
34.941000	-39.848	-310.46
34.961000	-38.892	-303.62
34.981000	-39.000	-303.79
35.001000	-41.320	-322.93
35.021000	-40.985	-320.53
35.041000	-37.879	-296.15
35.061000	-38.973	-305.34
35.081000	-38.147	-299.25
35.101000	-39.666	-311.86
35.121000	-39.655	-310.74
35.141000	-41.048	-321.77
35.161000	-39.521	-310.12
35.181000	-38.926	-306.01
35.201000	-40.520	-317.53
35.221000	-39.013	-305.76
35.241000	-37.735	-295.30
35.261000	-38.558	-301.91
35.281000	-39.457	-308.92
35.301000	-39.231	-308.72
35.321000	-38.932	-304.88
35.341000	-38.435	-300.63
35.361000	-36.882	-287.99
35.381000	-39.000	-303.42
35.401000	-38.062	-298.22
35.421000	-38.850	-304.67
35.441000	-37.337	-293.37
35.461000	-39.670	-311.44
35.481000	-41.407	-324.35
35.501000	-42.232	-329.70
35.521000	-47.074	-365.24
35.541000	-44.083	-343.49
35.561000	-43.908	-342.69
35.581000	-42.076	-328.10
35.601000	-42.363	-328.49
35.621000	-41.063	-319.07
35.641000	-41.898	-326.36
35.661000	-44.253	-345.26
35.681000	-41.749	-323.46
35.701000	-41.341	-321.27
35.721000	-42.520	-331.54
35.741000	-43.393	-338.36
35.761000	-42.478	-330.97
35.781000	-43.042	-335.35
35.801000	-43.480	-337.18
35.821000	-43.445	-338.23
35.841000	-41.897	-326.82
35.861000	-46.107	-358.37
35.881000	-42.267	-328.53
35.901000	-44.345	-344.39
35.921000	-45.025	-350.82
35.941000	-42.341	-329.25
35.961000	-40.682	-316.26
35.981000	-43.514	-338.67
36.001000	-42.456	-329.26
36.021000	-44.367	-345.19
36.041000	-42.947	-333.41
36.061000	-45.075	-352.20
36.081000	-43.200	-335.95
36.101000	-43.658	-340.12
36.121000	-44.500	-345.40
36.141000	-43.810	-340.85
36.161000	-44.751	-347.43
36.181000	-42.261	-328.44
36.201000	-42.506	-331.33
36.221000	-43.267	-337.28
36.241000	-40.862	-319.59
36.261000	-44.296	-345.36
36.281000	-43.861	-341.64
36.301000	-45.060	-352.08
36.321000	-45.595	-354.70
36.341000	-43.700	-340.96
36.361000	-43.135	-334.69
36.381000	-40.630	-315.79
36.401000	-39.994	-310.36
36.421000	-44.170	-345.53
36.441000	-43.244	-337.38
36.461000	-44.893	-350.18
36.481000	-41.194	-319.74
36.501000	-43.853	-341.96
36.521000	-42.790	-334.06
36.541000	-44.285	-346.38
36.561000	-43.249	-337.09
36.581000	-44.472	-346.91
36.601000	-42.754	-332.86
36.621000	-41.195	-321.82
36.641000	-41.708	-326.49
36.661000	-39.096	-305.12
36.681000	-39.377	-307.34
36.701000	-43.419	-339.42
36.721000	-43.353	-339.33
36.741000	-40.001	-312.09
36.761000	-39.994	-313.36
36.781000	-41.813	-326.77
36.801000	-40.648	-318.56
36.821000	-40.843	-318.30
36.841000	-37.872	-296.00
36.861000	-41.744	-327.73
36.881000	-43.495	-340.56
36.901000	-43.856	-340.62
36.921000	-41.613	-323.15
36.941000	-42.403	-329.08
36.961000	-40.380	-313.83
36.981000	-40.459	-315.24
37.001000	-41.467	-324.31
37.021000	-42.369	-332.68
37.041000	-39.853	-311.88
37.061000	-40.611	-318.26
37.081000	-41.088	-321.46
37.101000	-39.459	-307.39
37.121000	-40.152	-312.76
37.141000	-41.436	-326.24
37.161000	-41.088	-322.07
37.181000	-40.012	-313.59
37.201000	-41.052	-323.46
37.221000	-41.731	-327.41
37.241000	-38.625	-302.09
37.261000	-36.328	-284.19
37.281000	-40.132	-315.29
37.301000	-37.416	-294.07
37.321000	-40.063	-315.24
37.341000	-39.314	-308.94
37.361000	-37.631	-296.14
37.381000	-40.481	-318.14
37.401000	-39.239	-306.94
37.421000	-40.237	-314.09
37.441000	-37.704	-295.84
37.461000	-38.140	-300.35
37.481000	-39.376	-309.75
37.501000	-39.090	-307.20
37.521000	-37.966	-297.06
37.541000	-38.615	-299.79
37.561000	-40.642	-317.28
37.581000	-38.835	-303.31
37.601000	-40.498	-315.50
37.621000	-37.865	-294.69
37.641000	-39.283	-308.46
37.661000	-39.575	-307.70
37.681000	-37.595	-294.36
37.701000	-39.636	-311.88
37.721000	-39.315	-307.69
37.741000	-38.309	-300.48
37.761000	-37.614	-295.93
37.781000	-38.289	-299.60
37.801000	-36.343	-284.89
37.821000	-38.929	-304.56
37.841000	-39.335	-309.23
37.861000	-40.406	-318.73
37.881000	-36.274	-283.27
37.901000	-36.235	-286.22
37.921000	-37.038	-291.95
37.941000	-38.877	-305.25
37.961000	-36.838	-289.12
37.981000	-38.038	-297.82
38.001000	-37.575	-296.03
38.021000	-37.667	-293.90
38.041000	-39.411	-309.33
38.061000	-37.124	-292.13
38.081000	-38.555	-302.67
38.101000	-38.213	-299.73
38.121000	-36.935	-289.50
38.141000	-37.222	-290.74
38.161000	-36.907	-287.60
38.181000	-37.102	-291.37
38.201000	-39.006	-305.40
38.221000	-42.455	-330.89
38.241000	-44.319	-344.98
38.261000	-42.808	-333.28
38.281000	-44.870	-349.46
38.301000	-44.162	-343.87
38.321000	-44.781	-349.18
38.341000	-41.957	-325.37
38.361000	-46.718	-363.72
38.381000	-44.556	-346.39
38.401000	-42.364	-329.07
38.421000	-41.230	-319.50
38.441000	-45.371	-354.15
38.461000	-43.659	-339.30
38.481000	-43.282	-335.55
38.501000	-41.581	-322.85
38.521000	-44.523	-346.45
38.541000	-45.265	-352.61
38.561000	-42.244	-329.49
38.581000	-43.670	-340.34
38.601000	-42.715	-332.96
38.621000	-44.550	-348.89
38.641000	-44.032	-342.22
38.661000	-43.151	-334.62
38.681000	-43.641	-339.64
38.701000	-41.323	-320.38
38.721000	-42.597	-330.89
38.741000	-40.746	-316.93
38.761000	-44.947	-349.84
38.781000	-44.001	-343.60
38.801000	-44.660	-348.27
38.821000	-42.825	-333.29
38.841000	-42.394	-329.66
38.861000	-41.772	-325.39
38.881000	-44.796	-348.99
38.901000	-43.077	-335.85
38.921000	-46.685	-364.55
38.941000	-45.598	-354.93
38.961000	-42.528	-330.54
38.981000	-40.129	-311.52
39.001000	-44.521	-346.64
39.021000	-43.408	-336.97
39.041000	-43.419	-339.12
39.061000	-44.013	-343.37
39.081000	-45.798	-357.82
39.101000	-44.414	-347.51
39.121000	-40.710	-315.63
39.141000	-43.380	-338.42
39.161000	-41.724	-324.70
39.181000	-42.681	-334.17
39.201000	-43.832	-341.75
39.221000	-45.073	-350.40
39.241000	-46.766	-364.56
39.261000	-43.607	-339.36
39.281000	-43.756	-340.52
39.301000	-42.875	-332.88
39.321000	-43.289	-337.27
39.341000	-43.486	-340.74
39.361000	-42.871	-333.29
39.381000	-42.739	-332.81
39.401000	-44.895	-349.99
39.421000	-43.116	-336.94
39.441000	-41.581	-324.13
39.461000	-44.778	-350.13
39.481000	-44.778	-351.32
39.501000	-44.095	-346.22
39.521000	-44.120	-343.56
39.541000	-44.226	-345.40
39.561000	-44.406	-345.44
39.581000	-43.395	-338.93
39.601000	-42.394	-330.19
39.621000	-43.850	-342.82
39.641000	-41.345	-320.63
39.661000	-43.246	-338.49
39.681000	-41.743	-325.23
39.701000	-43.078	-336.88
39.721000	-43.399	-337.81
39.741000	-43.790	-341.86
39.761000	-42.491	-329.61
39.781000	-41.938	-326.61
39.801000	-45.944	-358.79
39.821000	-42.830	-333.79
39.841000	-43.001	-335.06
39.861000	-40.377	-312.80
39.881000	-42.986	-334.89
39.901000	-44.450	-346.85
39.921000	-44.287	-344.51
39.941000	-40.924	-317.37
39.961000	-41.723	-323.19
39.981000	-41.458	-321.78
40.001000	-42.896	-336.50
40.021000	-40.009	-315.15
40.041000	-39.959	-314.31
40.061000	-39.298	-307.78
40.081000	-37.752	-295.80
40.101000	-39.798	-314.44
40.121000	-39.210	-307.41
40.141000	-42.445	-333.06
40.161000	-39.721	-310.83
40.181000	-42.878	-336.38
40.201000	-41.175	-320.27
40.221000	-42.427	-331.63
40.241000	-42.972	-335.92
40.261000	-40.114	-313.69
40.281000	-44.439	-347.68
40.301000	-41.534	-325.01
40.321000	-43.709	-339.64
40.341000	-41.812	-324.85
40.361000	-42.159	-329.13
40.381000	-42.801	-334.82
40.401000	-44.158	-346.95
40.421000	-42.547	-333.39
40.441000	-41.270	-320.82
40.461000	-42.657	-331.65
40.481000	-43.013	-335.02
40.501000	-42.424	-329.83
40.521000	-44.152	-344.46
40.541000	-42.927	-332.95
40.561000	-40.749	-314.99
40.581000	-41.772	-323.79
40.601000	-42.050	-327.35
40.621000	-41.805	-326.25
40.641000	-42.613	-331.51
40.661000	-40.934	-318.13
40.681000	-42.020	-326.24
40.701000	-40.239	-311.72
40.721000	-42.842	-333.64
40.741000	-43.434	-337.55
40.761000	-43.409	-336.95
40.781000	-41.731	-325.51
40.801000	-43.636	-339.54
40.821000	-40.720	-316.07
40.841000	-41.683	-325.04
40.861000	-40.941	-318.37
40.881000	-42.520	-332.42
40.901000	-44.090	-345.60
40.921000	-41.413	-323.73
40.941000	-41.827	-325.93
40.961000	-41.386	-323.18
40.981000	-42.158	-329.09
41.001000	-41.966	-329.04
41.021000	-39.216	-307.13
41.041000	-38.339	-300.89
41.061000	-39.312	-309.75
41.081000	-39.214	-310.40
41.101000	-38.731	-304.58
41.121000	-39.669	-311.85
41.141000	-42.731	-336.90
41.161000	-39.698	-310.03
41.181000	-39.995	-311.98
41.201000	-40.654	-319.18
41.221000	-40.231	-318.51
41.241000	-37.693	-297.28
41.261000	-38.521	-304.35
41.281000	-39.146	-308.31
41.301000	-40.271	-317.21
41.321000	-39.459	-310.15
41.341000	-38.172	-298.35
41.361000	-38.381	-303.15
41.381000	-38.138	-299.92
41.401000	-38.760	-304.45
41.421000	-37.926	-298.29
41.441000	-38.669	-305.50
41.461000	-42.573	-335.75
41.481000	-43.443	-339.35
41.501000	-41.804	-327.13
41.521000	-41.988	-327.99
41.541000	-41.309	-322.06
41.561000	-42.489	-332.12
41.581000	-42.951	-334.90
41.601000	-41.439	-323.23
41.621000	-39.577	-307.89
41.641000	-40.399	-315.35
41.661000	-42.588	-331.90
41.681000	-40.174	-313.44
41.701000	-41.512	-323.25
41.721000	-42.326	-331.76
41.741000	-42.352	-330.28
41.761000	-42.920	-335.13
41.781000	-42.041	-328.13
41.801000	-43.900	-342.91
41.821000	-43.042	-335.62
41.841000	-42.877	-334.99
41.861000	-42.400	-331.83
41.881000	-42.113	-329.96
41.901000	-42.514	-332.61
41.921000	-41.852	-326.70
41.941000	-42.571	-331.55
41.961000	-43.556	-339.59
41.981000	-40.932	-318.43
42.001000	-43.155	-336.76
42.021000	-42.277	-330.93
42.041000	-44.301	-345.63
42.061000	-43.714	-341.70
42.081000	-42.181	-330.90
42.101000	-39.998	-311.90
42.121000	-43.579	-341.62
42.141000	-42.506	-331.81
42.161000	-41.916	-327.74
42.181000	-43.256	-339.17
42.201000	-42.968	-335.47
42.221000	-42.694	-333.87
42.241000	-41.653	-325.19
42.261000	-43.746	-346.19
42.281000	-40.914	-322.62
42.301000	-38.801	-307.74
42.321000	-41.344	-324.86
42.341000	-39.557	-311.13
42.361000	-39.693	-309.49
42.381000	-40.759	-319.65
42.401000	-39.929	-312.07
42.421000	-40.692	-320.13
42.441000	-38.348	-299.45
42.461000	-38.861	-303.59
42.481000	-42.105	-331.15
42.501000	-42.019	-328.60
42.521000	-41.542	-325.73
42.541000	-41.602	-325.88
42.561000	-41.938	-329.86
42.581000	-40.652	-320.28
42.601000	-39.323	-309.70
42.621000	-38.708	-302.52
42.641000	-38.010	-296.33
42.661000	-41.646	-325.05
42.681000	-40.574	-317.58
42.701000	-39.181	-306.03
42.721000	-39.839	-311.97
42.741000	-39.104	-304.69
42.761000	-39.386	-309.71
42.781000	-39.181	-306.79
42.801000	-39.000	-301.83
42.821000	-40.216	-314.77
42.841000	-38.255	-299.60
42.861000	-38.295	-298.05
42.881000	-37.668	-297.58
42.901000	-39.309	-310.91
42.921000	-38.616	-304.99
42.941000	-38.989	-307.33
42.961000	-40.362	-317.96
42.981000	-39.597	-312.66
43.001000	-38.405	-301.71
43.021000	-38.667	-303.37
43.041000	-37.532	-294.56
43.061000	-37.529	-294.43
43.081000	-38.605	-304.04
43.101000	-37.439	-294.30
43.121000	-39.447	-308.51
43.141000	-38.946	-304.59
43.161000	-38.550	-302.27
43.181000	-39.328	-307.77
43.201000	-38.347	-299.78
43.221000	-38.958	-306.92
43.241000	-38.747	-303.38
43.261000	-38.173	-299.71
43.281000	-39.024	-307.11
43.301000	-37.171	-292.57
43.321000	-39.112	-308.17
43.341000	-39.551	-312.57
43.361000	-42.159	-329.60
43.381000	-43.490	-340.21
43.401000	-42.317	-331.10
43.421000	-42.134	-329.30
43.441000	-44.965	-351.95
43.461000	-42.682	-333.44
43.481000	-45.406	-354.39
43.501000	-42.548	-332.13
43.521000	-43.758	-340.30
43.541000	-43.046	-334.84
43.561000	-44.483	-347.26
43.581000	-46.057	-360.40
43.601000	-41.290	-320.80
43.621000	-44.005	-342.35
43.641000	-43.514	-338.26
43.661000	-43.887	-341.63
43.681000	-44.621	-347.26
43.701000	-45.257	-353.26
43.721000	-43.484	-337.59
43.741000	-41.452	-323.00
43.761000	-40.517	-315.99
43.781000	-41.717	-324.76
43.801000	-41.378	-321.33
43.821000	-41.954	-327.95
43.841000	-43.421	-338.77
43.861000	-44.029	-343.40
43.881000	-46.217	-360.82
43.901000	-43.112	-336.25
43.921000	-41.807	-325.21
43.941000	-42.227	-329.42
43.961000	-42.811	-333.53
43.981000	-43.361	-338.35
44.001000	-45.082	-351.63
44.021000	-43.070	-334.29
44.041000	-41.425	-323.16
44.061000	-42.429	-329.35
44.081000	-43.767	-339.64
44.101000	-44.768	-349.23
44.121000	-42.177	-327.17
44.141000	-42.396	-329.53
44.161000	-40.628	-317.19
44.181000	-41.969	-326.36
44.201000	-42.864	-334.41
44.221000	-38.772	-301.66
44.241000	-42.793	-332.64
44.261000	-41.624	-323.91
44.281000	-43.009	-335.42
44.301000	-40.349	-315.31
44.321000	-41.065	-321.54
44.341000	-40.287	-313.27
44.361000	-40.260	-315.09
44.381000	-39.131	-306.51
44.401000	-38.099	-298.46
44.421000	-40.773	-321.94
44.441000	-38.584	-303.94
44.461000	-39.575	-311.06
44.481000	-39.077	-305.97
44.501000	-37.664	-296.53
44.521000	-40.196	-315.81
44.541000	-42.187	-330.53
44.561000	-41.803	-325.60
44.581000	-42.307	-330.76
44.601000	-40.643	-317.04
44.621000	-41.454	-324.17
44.641000	-42.588	-333.04
44.661000	-42.948	-335.80
44.681000	-40.807	-317.60
44.701000	-39.634	-310.49
44.721000	-38.620	-301.08
44.741000	-40.311	-313.96
44.761000	-40.039	-313.01
44.781000	-38.675	-301.36
44.801000	-41.654	-326.54
44.821000	-42.207	-330.44
44.841000	-41.996	-330.01
44.861000	-40.549	-317.24
44.881000	-41.381	-323.04
44.901000	-39.933	-312.43
44.921000	-40.067	-312.17
44.941000	-43.894	-343.04
44.961000	-42.340	-331.34
44.981000	-40.302	-313.91
45.001000	-42.350	-332.50
45.021000	-39.967	-313.49
45.041000	-40.420	-315.77
45.061000	-39.616	-308.24
45.081000	-39.669	-308.47
45.101000	-40.394	-315.93
45.121000	-39.603	-309.83
45.141000	-37.556	-292.87
45.161000	-40.884	-318.20
45.181000	-39.394	-307.45
45.201000	-40.824	-319.63
